Law,Article,Spanish text,Relevance,Interpretability,Completeness,Differential Regime,Discretionality,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,umap_x,umap_y,Risk Score,Spanish text__phrase_reorder,Spanish text__syn_replace_10pct
Ley 105 de 1958,1,"Crease la Zona Franca Industrial y Comercial de Barranquilla, la cual funcionará comoestablecimiento público, con personería jurídica, patrimonio propio, y con domicilio en la ciudad de Barranquilla.
PARÁGRAFO.
Autorízase al Gobierno para que, una vez realizados los estudios previos necesarios y asolicitud de los Concejos Municipales respectivos, establezca en otros puertos y en otras ciudades Zonas Francas que en su organización y funcionamiento se acojan a los principios adoptados en lapresente Ley. El Gobierno dictará para cada caso el decreto reglamentario de la Zona Franca que se organice.
Para los fines del parágrafo anterior el Gobierno dará prelación en su orden a las siguientes ciudades:Cali o Buenaventura, Cartagena, Cúcuta y Santa Marta.",0,1,1,1,0,3,,,,1.9173719,6.437555,3,"Crease la Zona Franca Industrial y Comercial de Barranquilla, la cual funcionará comoestablecimiento público, con personería jurídica, patrimonio propio, y con domicilio en la ciudad de Barranquilla. Autorízase al Gobierno para que, una vez realizados los estudios previos necesarios y asolicitud de los Concejos Municipales respectivos, establezca en otros puertos y en otras ciudades Zonas Francas que en su organización y funcionamiento se acojan a los principios adoptados en lapresente Ley. El Gobierno dictará para cada caso el decreto reglamentario de la Zona Franca que se organice. PARÁGRAFO. Cali o Buenaventura, Cartagena, Cúcuta y Santa Marta. Para los fines del parágrafo anterior el Gobierno dará prelación en su orden a las siguientes ciudades:","Crease la Zona Franca Industrial y Comercial de Barranquilla, la cual funcionará comoestablecimiento público, con personería jurídica, patrimonio propio, y con domicilio en la ciudad de Barranquilla.
PARÁGRAFO.
Autorízase al Gobierno para que, una vez realizados los estudios previos necesarios y asolicitud de los Concejos Municipales respectivos, establezca en otros puertos y en otras ciudades Zonas Francas que en su organización y funcionamiento se acojan a los principios adoptados en lapresente Ley. El Gobierno dictará para cada caso el decreto reglamentario de la Zona Franca que se organice.
Para los fines del parágrafo anterior el Gobierno dará prelación en su orden a las siguientes ciudades:Cali o Buenaventura, Cartagena, Cúcuta y Santa Marta."
Ley 105 de 1958,2,El Gobierno podrá aceptar para la explotación de las Zonas Francas el aporte del capital privado.,0,2,0,0,1,3,,, ,6.193125,5.511243,3,El Gobierno podrá aceptar para la explotación de las Zonas Francas el aporte del capital privado.,El Gobierno podrá aceptar para la explotación de las Zonas Francas el aporte del capital privado.
Ley 105 de 1958,9,"Son funciones de la Junta Directiva:
a) Reunirse regularmente una vez al mes y cuando sea convocada por el Presidente de la misma, por el Gerente o por tres (3) Directores;
b) Dictar o modificar los reglamentos de la institución, los cuales deberán ser aprobados mediante decretos, por el Gobierno Nacional;
c) Nombrar al Gerente, fijar los sueldos del Gerente y de los demás empleados de la entidad;
d) Autorizar, con el voto favorable de cinco (5) de sus miembros, las operaciones, negociaciones o transacciones relacionadas con la Zona Franca y que impliquen inversión, erogación u obligación por más de veinticinco mil pesos ($25.000.00) o que tengan plazo mayor al de un (1) año;
e) Resolver las cuestiones que le sometan el Gerente o cualquiera de los Directores;
f) Inspeccionar la marcha de la institución, la conducta de los empleados y ordenar o aconsejar al Gerente las medidas que considere necesarias;
g) Autorizar, con el voto favorable de cinco (5) de sus miembros, al Gerente para transigir o comprometer diferencias o litigios en que la institución sea parte;
h) Crear los cargos necesarios para la administración de la Zona;
i) Autorizar la expedición de certificados de depósito que puedan servir de garantía ante los bancos del país y del extranjero con fines de financiación;
j) Autorizar al Gerente, con el voto favorable de cinco (5) de sus miembros, para contraer obligaciones o empréstitos con el objeto de financiar las operaciones de la Zona Franca.
",0,1,1,0,1,3,,,,2.033476,5.8734674,3,"e) Resolver las cuestiones que le sometan el Gerente o cualquiera de los Directores; c) Nombrar al Gerente, fijar los sueldos del Gerente y de los demás empleados de la entidad; b) Dictar o modificar los reglamentos de la institución, los cuales deberán ser aprobados mediante decretos, por el Gobierno Nacional; 00) o que tengan plazo mayor al de un (1) año; f) Inspeccionar la marcha de la institución, la conducta de los empleados y ordenar o aconsejar al Gerente las medidas que considere necesarias; g) Autorizar, con el voto favorable de cinco (5) de sus miembros, al Gerente para transigir o comprometer diferencias o litigios en que la institución sea parte; h) Crear los cargos necesarios para la administración de la Zona; d) Autorizar, con el voto favorable de cinco (5) de sus miembros, las operaciones, negociaciones o transacciones relacionadas con la Zona Franca y que impliquen inversión, erogación u obligación por más de veinticinco mil pesos ($25. Son funciones de la Junta Directiva: j) Autorizar al Gerente, con el voto favorable de cinco (5) de sus miembros, para contraer obligaciones o empréstitos con el objeto de financiar las operaciones de la Zona Franca. i) Autorizar la expedición de certificados de depósito que puedan servir de garantía ante los bancos del país y del extranjero con fines de financiación; a) Reunirse regularmente una vez al mes y cuando sea convocada por el Presidente de la misma, por el Gerente o por tres (3) Directores; 000.","Son funciones de la Junta Directiva:
a) Reunirse regularmente una vez al mes y cuando sea convocada por el Presidente de la misma, por el Gerente o por tres (3) Directores;
b) Dictar o modificar los reglamentos de la institución, los cuales deberán ser aprobados mediante decretos, por el Gobierno Nacional;
c) Nombrar al Gerente, fijar los sueldos del Gerente y de los demás empleados de la entidad;
d) Autorizar, con el voto favorable de cinco (5) de sus miembros, las operaciones, negociaciones o transacciones relacionadas con la Zona Franca y que impliquen inversión, erogación u obligación por más de veinticinco mil pesos ($25.000.00) o que tengan plazo mayor al de un (1) año;
e) Resolver las cuestiones que le sometan el Gerente o cualquiera de los Directores;
f) Inspeccionar la marcha de la institución, la conducta de los empleados y ordenar o aconsejar al Gerente las medidas que considere necesarias;
g) Autorizar, con el voto favorable de cinco (5) de sus miembros, al Gerente para transigir o comprometer diferencias o litigios en que la institución sea parte;
h) Crear los cargos necesarios para la administración de la Zona;
i) Autorizar la expedición de certificados de depósito que puedan servir de garantía ante los bancos del país y del extranjero con fines de financiación;
j) Autorizar al Gerente, con el voto favorable de cinco (5) de sus miembros, para contraer obligaciones o empréstitos con el objeto de financiar las operaciones de la Zona Franca.
"
Ley 105 de 1958,10,"El Gerente es el Representante legal de la institución y todos los actos que ejecute en nombre de la misma, debidamente autorizado, serán obligatorios para ésta.

PARÁGRAFO.
El período del Gerente será de un (1) año y podrá ser reelegido.",0,3,0,0,0,3,,,,2.6479409,5.263191,3,"El período del Gerente será de un (1) año y podrá ser reelegido. El Gerente es el Representante legal de la institución y todos los actos que ejecute en nombre de la misma, debidamente autorizado, serán obligatorios para ésta. PARÁGRAFO.","El Gerente es el Representante legal de la institución y todos los actos que ejecute en nombre de la misma, debidamente autorizado, serán obligatorios para ésta.

PARÁGRAFO.
El período del Gerente será de un (1) año y podrá ser reelegido."
Ley 105 de 1958,18,"El capital inicial de la Zona Franca Industrial y Comercial de Barranquilla será de dos millones de pesos ($2.000.000.00) que aportará el Gobierno Nacional, el cual queda autorizado para hacer las operaciones financieras y abrir los créditos correspondientes.

PARÁGRAFO.
Autorízase al Gobierno y a las demás entidades de derecho público para dar en usufructo hasta por el término de cincuenta años, terrenos de su propiedad para el establecimiento de Zonas Francas.",0,2,0,0,1,3,,,,3.340547,5.684335,3,"PARÁGRAFO. 000. El capital inicial de la Zona Franca Industrial y Comercial de Barranquilla será de dos millones de pesos ($2. 000. 00) que aportará el Gobierno Nacional, el cual queda autorizado para hacer las operaciones financieras y abrir los créditos correspondientes. Autorízase al Gobierno y a las demás entidades de derecho público para dar en usufructo hasta por el término de cincuenta años, terrenos de su propiedad para el establecimiento de Zonas Francas.","El capital inicial de la Zona Franca Industrial y Comercial de Barranquilla será de dos millones de pesos ($2.000.000.00) que aportará el Gobierno Nacional, el cual queda autorizado para hacer las operaciones financieras y abrir los créditos correspondientes.

PARÁGRAFO.
Autorízase al Gobierno y a las demás entidades de derecho público para dar en usufructo hasta por el término de cincuenta años, terrenos de su propiedad para el establecimiento de Zonas Francas."
Ley 105 de 1958,28,El valor del manejo de los cargamentos de la Zona Franca Industrial y Comercial no deberá exceder al de las tarifas que se cobren por este mismo concepto en el puerto marítimo y fluvial de Barranquilla.,1,2,0,0,0,3,,,,3.9773602,7.354228,3,El valor del manejo de los cargamentos de la Zona Franca Industrial y Comercial no deberá exceder al de las tarifas que se cobren por este mismo concepto en el puerto marítimo y fluvial de Barranquilla.,El valor del manejo de los cargamentos de la Zona Franca Industrial y Comercial no deberá exceder al de las tarifas que se cobren por este mismo concepto en el puerto marítimo y fluvial de Barranquilla.
Ley 105 de 1958,31,"Todas las áreas correspondientes a las zonas francas industriales y comerciales, estarán rodeadas de cercas, murallas o vallas infranqueables, de modo que la entrada y salida de personas, vehículos y cargas tenga que hacerse necesariamente por las puertas destinadas al efecto.",1,1,1,0,0,3,,,,5.7964816,6.511912,3,"Todas las áreas correspondientes a las zonas francas industriales y comerciales, estarán rodeadas de cercas, murallas o vallas infranqueables, de modo que la entrada y salida de personas, vehículos y cargas tenga que hacerse necesariamente por las puertas destinadas al efecto.","Todas las áreas correspondientes a las zonas francas industriales y comerciales, estarán rodeadas de cercas, murallas o vallas infranqueables, de modo que la entrada y salida de personas, vehículos y cargas tenga que hacerse necesariamente por las puertas destinadas al efecto."
Ley 105 de 1958,32,Toda persona o entidad establecida o que se establezca dentro de las áreas de las zonas francas deberá someterse en sus operaciones a las leyes y reglamentos que regulen el ejercicio del comercio o de la industria en la República.,1,2,0,0,0,3,,,,4.527193,6.72381,3,Toda persona o entidad establecida o que se establezca dentro de las áreas de las zonas francas deberá someterse en sus operaciones a las leyes y reglamentos que regulen el ejercicio del comercio o de la industria en la República.,Toda persona o entidad establecida o que se establezca dentro de las áreas de las zonas francas deberá someterse en sus operaciones a las leyes y reglamentos que regulen el ejercicio del comercio o de la industria en la República.
Ley 105 de 1958,33,"Dentro del área de las zonas francas no se permitirá el establecimiento de residencias particulares, ni se permitirá la entrada de personas que no hayan cumplido con las formalidades legales y reglamentarias para permanecer en territorio nacional, ya sea como residentes o como transeúntes. Tampoco se permitirá dentro del área ninguna clase de comercio al por menor.",1,1,1,0,0,3,,,,4.5158978,6.354944,3,"Tampoco se permitirá dentro del área ninguna clase de comercio al por menor. Dentro del área de las zonas francas no se permitirá el establecimiento de residencias particulares, ni se permitirá la entrada de personas que no hayan cumplido con las formalidades legales y reglamentarias para permanecer en territorio nacional, ya sea como residentes o como transeúntes.","Dentro del área de las zonas francas no se permitirá el establecimiento de residencias particulares, ni se permitirá la entrada de personas que no hayan cumplido con las formalidades legales y reglamentarias para permanecer en territorio nacional, ya sea como residentes o como transeúntes. Tampoco se permitirá dentro del área ninguna clase de comercio al por menor."
Ley 47 de 1981,2,"Del objeto. Las zonas francas tendrán por objeto promover y facilitar la importación y exportación de bienes y servicios, la constitución de empresas industriales y comerciales, la generación de empleo, la introducción de nuevas tecnologías y, en general, el desarrollo económico y social del país y especialmente el de la región donde se establezcan, mediante la utilización de recursos humanos y naturales, dentro de las condiciones especiales fijadas en la presente ley y en los decretos que la desarrollen y reglamenten. Conforme al objeto descrito en este artículo, las zonas francas prestarán un servicio público y no perseguirán fines de lucro.",1,1,1,0,0,3,,,,5.824207,4.710261,3,"Conforme al objeto descrito en este artículo, las zonas francas prestarán un servicio público y no perseguirán fines de lucro. Las zonas francas tendrán por objeto promover y facilitar la importación y exportación de bienes y servicios, la constitución de empresas industriales y comerciales, la generación de empleo, la introducción de nuevas tecnologías y, en general, el desarrollo económico y social del país y especialmente el de la región donde se establezcan, mediante la utilización de recursos humanos y naturales, dentro de las condiciones especiales fijadas en la presente ley y en los decretos que la desarrollen y reglamenten. Del objeto.","Del objeto. Las zonas francas tendrán por objeto promover y facilitar la importación y exportación de bienes y servicios, la constitución de empresas industriales y comerciales, la generación de empleo, la introducción de nuevas tecnologías y, en general, el desarrollo económico y social del país y especialmente el de la región donde se establezcan, mediante la utilización de recursos humanos y naturales, dentro de las condiciones especiales fijadas en la presente ley y en los decretos que la desarrollen y reglamenten. Conforme al objeto descrito en este artículo, las zonas francas prestarán un servicio público y no perseguirán fines de lucro."
Ley 47 de 1981,7,"Del régimen de exenciones. Las zonas francas como establecimientos públicos, estarán exentas del pago de impuestos, contribuciones, gravámenes y tasas de carácter nacional, salvo el impuesto a las ventas de que tratan los Decretos-leyes 1988 y 2368 de 1974 y las demás normales legales y reglamentarias sobre esta materia.",0,1,1,1,0,3,,,,4.7934623,7.7665668,3,"Del régimen de exenciones. Las zonas francas como establecimientos públicos, estarán exentas del pago de impuestos, contribuciones, gravámenes y tasas de carácter nacional, salvo el impuesto a las ventas de que tratan los Decretos-leyes 1988 y 2368 de 1974 y las demás normales legales y reglamentarias sobre esta materia.","Del régimen de exenciones. Las zonas francas como establecimientos públicos, estarán exentas del pago de impuestos, contribuciones, gravámenes y tasas de carácter nacional, salvo el impuesto a las ventas de que tratan los Decretos-leyes 1988 y 2368 de 1974 y las demás normales legales y reglamentarias sobre esta materia."
Ley 47 de 1981,10,"De la composición de la Junta Directiva. La dirección de las zonas francas estará a cargo de una Junta Directiva integrada de la siguiente manera:     a) El Ministro de Desarrollo Económico o su delegado, quien la presidirá;     b) El Ministro de Hacienda y Crédito Público o su delegado;     c) El gobernador del respectivo departamento, quien podrá delegar su representación en el alcalde del municipio donde funcione la zona franca;     d) El gerente local del Banco de la República;     e) Un representante de los usuarios de la respectiva Zona Franca. Para tal efecto, el Gerente General de la entidad convocará a los usuarios para que por mayoría de votos se elija tal representante que será, en todo caso, una persona natural de nacionalidad colombiana. El período del representante así elegido será de dos (2) años, contados a partir de la fecha de su elección, vencido el cual no podrá ser reelegido para el período siguiente. Para los efectos del ordinal e) del presente artículo, se entiende por usuarios las personas naturales o jurídicas colombianas y las personas jurídicas extranjeras que tengan instalaciones industriales o comerciales dentro del área de la respectiva zona en virtud de contratos válidamente celebrados con ésta y que se encuentren debidamente perfeccionados en la fecha de la convocatoria de la elección correspondiente.     f) Un representante de las asociaciones gremiales económicas que desarrollan actividades en el Departamento donde opere cada zona franca, nombrado por el Ministro de Desarrollo de ternas presentadas por estas asociaciones. El período del representante de los gremios será también de dos (2) años contados desde la fecha de su designación, vencido el cual, el Director en ejercicio no podrá ser reelegido para el período inmediatamente siguiente. El reglamento determinará las organizaciones gremiales, constituidas conforme a la ley, que podrán presentar terna para la designación de su representante.",0,2,0,0,1,3,,,,2.606993,5.5433793,3,"Para tal efecto, el Gerente General de la entidad convocará a los usuarios para que por mayoría de votos se elija tal representante que será, en todo caso, una persona natural de nacionalidad colombiana. f) Un representante de las asociaciones gremiales económicas que desarrollan actividades en el Departamento donde opere cada zona franca, nombrado por el Ministro de Desarrollo de ternas presentadas por estas asociaciones. e) Un representante de los usuarios de la respectiva Zona Franca. De la composición de la Junta Directiva. b) El Ministro de Hacienda y Crédito Público o su delegado; La dirección de las zonas francas estará a cargo de una Junta Directiva integrada de la siguiente manera: El período del representante de los gremios será también de dos (2) años contados desde la fecha de su designación, vencido el cual, el Director en ejercicio no podrá ser reelegido para el período inmediatamente siguiente. a) El Ministro de Desarrollo Económico o su delegado, quien la presidirá; d) El gerente local del Banco de la República; c) El gobernador del respectivo departamento, quien podrá delegar su representación en el alcalde del municipio donde funcione la zona franca; El período del representante así elegido será de dos (2) años, contados a partir de la fecha de su elección, vencido el cual no podrá ser reelegido para el período siguiente. Para los efectos del ordinal e) del presente artículo, se entiende por usuarios las personas naturales o jurídicas colombianas y las personas jurídicas extranjeras que tengan instalaciones industriales o comerciales dentro del área de la respectiva zona en virtud de contratos válidamente celebrados con ésta y que se encuentren debidamente perfeccionados en la fecha de la convocatoria de la elección correspondiente. El reglamento determinará las organizaciones gremiales, constituidas conforme a la ley, que podrán presentar terna para la designación de su representante.","De la composición de la Junta Directiva. La dirección de las zonas francas estará a cargo de una Junta Directiva integrada de la siguiente manera:     a) El Ministro de Desarrollo Económico o su delegado, quien la presidirá;     b) El Ministro de Hacienda y Crédito Público o su delegado;     c) El gobernador del respectivo departamento, quien podrá delegar su representación en el alcalde del municipio donde funcione la zona franca;     d) El gerente local del Banco de la República;     e) Un representante de los usuarios de la respectiva Zona Franca. Para tal efecto, el Gerente General de la entidad convocará a los usuarios para que por mayoría de votos se elija tal representante que será, en todo caso, una persona natural de nacionalidad colombiana. El período del representante así elegido será de dos (2) años, contados a partir de la fecha de su elección, vencido el cual no podrá ser reelegido para el período siguiente. Para los efectos del ordinal e) del presente artículo, se entiende por usuarios las personas naturales o jurídicas colombianas y las personas jurídicas extranjeras que tengan instalaciones industriales o comerciales dentro del área de la respectiva zona en virtud de contratos válidamente celebrados con ésta y que se encuentren debidamente perfeccionados en la fecha de la convocatoria de la elección correspondiente.     f) Un representante de las asociaciones gremiales económicas que desarrollan actividades en el Departamento donde opere cada zona franca, nombrado por el Ministro de Desarrollo de ternas presentadas por estas asociaciones. El período del representante de los gremios será también de dos (2) años contados desde la fecha de su designación, vencido el cual, el Director en ejercicio no podrá ser reelegido para el período inmediatamente siguiente. El reglamento determinará las organizaciones gremiales, constituidas conforme a la ley, que podrán presentar terna para la designación de su representante."
Ley 47 de 1981,11,"De las funciones de la Junta Directiva. Las Juntas Directivas de las zonas francas tendrán a su cargo el cumplimiento de las funciones que se les asignen en sus respectivas normas orgánicas, en los correspondientes estatutos y, en general, las siguientes:     a) Autorizar los actos, contratos, operaciones y negocios de la entidad que por su naturaleza o cuantía requieran de esta formalidad, conforme a la ley o a los estatutos;     b) Adoptar y modificar los estatutos de la respectiva entidad. Los actos correspondientes deberán ser aprobados por decreto del Gobierno;     c) Determinar la planta de personal del organismo, con la posterior aprobación del Gobierno;     d) Aprobar el proyecto del presupuesto de la entidad para cada una de las vigencias fiscales;     e) Determinar las directrices generales de la respectiva zona y los planes y programas para su operación;     f) Establecer la cuantía del fondo de reserva que deberá constituirse con los recursos del superávit del organismo y aprobar los proyectos de inversión de tales recursos en la ejecución de obras de desarrollo económico y social en el área de influencia de la respectiva zona y en la de obras de infraestructura que faciliten a los usuarios las condiciones de operación;     g) Autorizar la participación de la respectiva zona en proyectos de asociación, con terceros, que tengan por objeto la creación de empresas que beneficien a los usuarios de la entidad, y determinar la cuantía del aporte correspondiente;     h) Inspeccionar la marcha de la institución, vigilar la conducta de sus empleados y orientar al gerente en el cumplimiento de sus funciones:     i) Autorizar al gerente de la entidad para transigir, someter arbitramento o comprometer diferencias o litigios en que la entidad sea parte, conforme a la ley;     j) Resolver los asuntos que sometan a su consideración el gerente o cualquiera de los directores;     k) Resolver sobre las solicitudes que presenten los usuarios de zonas francas industriales para justificar el incumplimiento del porcentaje mínimo de exportación conforme a los artículos 47, 53 y 57 de la presente Ley. El ejercicio de las funciones establecidas en los ordinales f) y g) del presente artículo, requerirá para su validez del voto favorable del Ministro de Desarrollo Económico o de su delegado. ",0,2,0,0,1,3,,,,2.7568626,4.8353405,3,"Los actos correspondientes deberán ser aprobados por decreto del Gobierno; g) Autorizar la participación de la respectiva zona en proyectos de asociación, con terceros, que tengan por objeto la creación de empresas que beneficien a los usuarios de la entidad, y determinar la cuantía del aporte correspondiente; j) Resolver los asuntos que sometan a su consideración el gerente o cualquiera de los directores; El ejercicio de las funciones establecidas en los ordinales f) y g) del presente artículo, requerirá para su validez del voto favorable del Ministro de Desarrollo Económico o de su delegado. c) Determinar la planta de personal del organismo, con la posterior aprobación del Gobierno; Las Juntas Directivas de las zonas francas tendrán a su cargo el cumplimiento de las funciones que se les asignen en sus respectivas normas orgánicas, en los correspondientes estatutos y, en general, las siguientes: i) Autorizar al gerente de la entidad para transigir, someter arbitramento o comprometer diferencias o litigios en que la entidad sea parte, conforme a la ley; f) Establecer la cuantía del fondo de reserva que deberá constituirse con los recursos del superávit del organismo y aprobar los proyectos de inversión de tales recursos en la ejecución de obras de desarrollo económico y social en el área de influencia de la respectiva zona y en la de obras de infraestructura que faciliten a los usuarios las condiciones de operación; b) Adoptar y modificar los estatutos de la respectiva entidad. e) Determinar las directrices generales de la respectiva zona y los planes y programas para su operación; d) Aprobar el proyecto del presupuesto de la entidad para cada una de las vigencias fiscales; h) Inspeccionar la marcha de la institución, vigilar la conducta de sus empleados y orientar al gerente en el cumplimiento de sus funciones: De las funciones de la Junta Directiva. a) Autorizar los actos, contratos, operaciones y negocios de la entidad que por su naturaleza o cuantía requieran de esta formalidad, conforme a la ley o a los estatutos; k) Resolver sobre las solicitudes que presenten los usuarios de zonas francas industriales para justificar el incumplimiento del porcentaje mínimo de exportación conforme a los artículos 47, 53 y 57 de la presente Ley.","De las funciones de la Junta Directiva. Las Juntas Directivas de las zonas francas tendrán a su cargo el cumplimiento de las funciones que se les asignen en sus respectivas normas orgánicas, en los correspondientes estatutos y, en general, las siguientes:     a) Autorizar los actos, contratos, operaciones y negocios de la entidad que por su naturaleza o cuantía requieran de esta formalidad, conforme a la ley o a los estatutos;     b) Adoptar y modificar los estatutos de la respectiva entidad. Los actos correspondientes deberán ser aprobados por decreto del Gobierno;     c) Determinar la planta de personal del organismo, con la posterior aprobación del Gobierno;     d) Aprobar el proyecto del presupuesto de la entidad para cada una de las vigencias fiscales;     e) Determinar las directrices generales de la respectiva zona y los planes y programas para su operación;     f) Establecer la cuantía del fondo de reserva que deberá constituirse con los recursos del superávit del organismo y aprobar los proyectos de inversión de tales recursos en la ejecución de obras de desarrollo económico y social en el área de influencia de la respectiva zona y en la de obras de infraestructura que faciliten a los usuarios las condiciones de operación;     g) Autorizar la participación de la respectiva zona en proyectos de asociación, con terceros, que tengan por objeto la creación de empresas que beneficien a los usuarios de la entidad, y determinar la cuantía del aporte correspondiente;     h) Inspeccionar la marcha de la institución, vigilar la conducta de sus empleados y orientar al gerente en el cumplimiento de sus funciones:     i) Autorizar al gerente de la entidad para transigir, someter arbitramento o comprometer diferencias o litigios en que la entidad sea parte, conforme a la ley;     j) Resolver los asuntos que sometan a su consideración el gerente o cualquiera de los directores;     k) Resolver sobre las solicitudes que presenten los usuarios de zonas francas industriales para justificar el incumplimiento del porcentaje mínimo de exportación conforme a los artículos 47, 53 y 57 de la presente Ley. El ejercicio de las funciones establecidas en los ordinales f) y g) del presente artículo, requerirá para su validez del voto favorable del Ministro de Desarrollo Económico o de su delegado. "
Ley 47 de 1981,15,"De las inhabilidades e incompatibilidades de los gerentes. Los gerentes de las zonas francas estarán sometidos al mismo régimen de inhabilidades e incompatibilidades que rige para los gerentes de los establecimientos públicos del orden nacional. Tampoco podrán, ni directamente, ni por interpuesta persona, ser directores, administradores o funcionarios de las empresas instaladas en la respectiva entidad, ni tener interés alguno en ellas, ni celebrar contratos con la misma, salvo aquellos que se refieran a materias directamente relacionadas con la representación legal de la zona correspondiente.    ",0,2,1,0,0,3,,,,1.9009099,5.1409087,3,"De las inhabilidades e incompatibilidades de los gerentes. Los gerentes de las zonas francas estarán sometidos al mismo régimen de inhabilidades e incompatibilidades que rige para los gerentes de los establecimientos públicos del orden nacional. Tampoco podrán, ni directamente, ni por interpuesta persona, ser directores, administradores o funcionarios de las empresas instaladas en la respectiva entidad, ni tener interés alguno en ellas, ni celebrar contratos con la misma, salvo aquellos que se refieran a materias directamente relacionadas con la representación legal de la zona correspondiente.","De las inhabilidades e incompatibilidades de los gerentes. Los gerentes de las zonas francas estarán sometidos al mismo régimen de inhabilidades e incompatibilidades que rige para los gerentes de los establecimientos públicos del orden nacional. Tampoco podrán, ni directamente, ni por interpuesta persona, ser directores, administradores o funcionarios de las empresas instaladas en la respectiva entidad, ni tener interés alguno en ellas, ni celebrar contratos con la misma, salvo aquellos que se refieran a materias directamente relacionadas con la representación legal de la zona correspondiente.    "
Ley 47 de 1981,16,"Composición. El patrimonio de las zonas francas estará constituido por los siguientes recursos:     a) Los derechos de propiedad o de usufructo sobre los terrenos que la Nación les ceda o entregue, con fundamento en la presente ley;     b) El producto de los derechos, tasas y contribuciones que perciban como contraprestación por sus servicios;     c) Los bienes muebles e inmuebles que adquieran a cualquier título y los frutos y rendimientos de los mismos;     d) Los rendimientos que perciban por concepto de su participación en empresas y sociedades, así como los recursos a que tengan derecho una vez liquidadas éstas, todo con arreglo a la ley;     e) Los aportes y contribuciones que reciban de otras entidades públicas o privadas;     f) Los demás bienes y derechos que adquieran conforme a la ley. En el acto de creación de cada una de las zonas francas se determinarán los bienes y recursos que habrán de constituir su patrimonio inicial. Respecto de las zonas ya establecidas, su patrimonio será el fijado en el acto de creación, junto con los incrementos posteriores.",0,2,0,0,1,3,,,,2.5840733,6.8062854,3,"a) Los derechos de propiedad o de usufructo sobre los terrenos que la Nación les ceda o entregue, con fundamento en la presente ley; Respecto de las zonas ya establecidas, su patrimonio será el fijado en el acto de creación, junto con los incrementos posteriores. d) Los rendimientos que perciban por concepto de su participación en empresas y sociedades, así como los recursos a que tengan derecho una vez liquidadas éstas, todo con arreglo a la ley; Composición. b) El producto de los derechos, tasas y contribuciones que perciban como contraprestación por sus servicios; El patrimonio de las zonas francas estará constituido por los siguientes recursos: f) Los demás bienes y derechos que adquieran conforme a la ley. c) Los bienes muebles e inmuebles que adquieran a cualquier título y los frutos y rendimientos de los mismos; En el acto de creación de cada una de las zonas francas se determinarán los bienes y recursos que habrán de constituir su patrimonio inicial. e) Los aportes y contribuciones que reciban de otras entidades públicas o privadas;","Composición. El patrimonio de las zonas francas estará constituido por los siguientes recursos:     a) Los derechos de propiedad o de usufructo sobre los terrenos que la Nación les ceda o entregue, con fundamento en la presente ley;     b) El producto de los derechos, tasas y contribuciones que perciban como contraprestación por sus servicios;     c) Los bienes muebles e inmuebles que adquieran a cualquier título y los frutos y rendimientos de los mismos;     d) Los rendimientos que perciban por concepto de su participación en empresas y sociedades, así como los recursos a que tengan derecho una vez liquidadas éstas, todo con arreglo a la ley;     e) Los aportes y contribuciones que reciban de otras entidades públicas o privadas;     f) Los demás bienes y derechos que adquieran conforme a la ley. En el acto de creación de cada una de las zonas francas se determinarán los bienes y recursos que habrán de constituir su patrimonio inicial. Respecto de las zonas ya establecidas, su patrimonio será el fijado en el acto de creación, junto con los incrementos posteriores."
